performance_id,performance,isPremiere,concert,work,isCommission,isResidency,work_year,ensemble,season,venue,person,country
13,"Gilles Gobeil - Ombres, espaces, silences…",NONE,"Acousmatic - Gilles Gobeil","Ombres, espaces, silences… ",0,0,2005,Crank,"GEMDays 2008","Drama Studio 1","Jonty Harrison","United Kingdom"
13,"Gilles Gobeil - Ombres, espaces, silences…",NONE,"Acousmatic - Gilles Gobeil","Ombres, espaces, silences… ",0,0,2005,Crank,"GEMDays 2008","Drama Studio 1","Evan Parker","United Kingdom"
13,"Gilles Gobeil - Ombres, espaces, silences…",NONE,"Acousmatic - Gilles Gobeil","Ombres, espaces, silences… ",0,0,2005,Crank,"GEMDays 2008","Drama Studio 1","Alex Harker","United Kingdom"
13,"Gilles Gobeil - Ombres, espaces, silences…",NONE,"Acousmatic - Gilles Gobeil","Ombres, espaces, silences… ",0,0,2005,Crank,"GEMDays 2008","Drama Studio 1","Monty Adkins","United Kingdom"
13,"Gilles Gobeil - Ombres, espaces, silences…",NONE,"Acousmatic - Gilles Gobeil","Ombres, espaces, silences… ",0,0,2005,Crank,"GEMDays 2008","Drama Studio 1","Helena Gough","United Kingdom"
13,"Gilles Gobeil - Ombres, espaces, silences…",NONE,"Acousmatic - Gilles Gobeil","Ombres, espaces, silences… ",0,0,2005,Crank,"GEMDays 2008","Drama Studio 1","Scott Hewitt","United Kingdom"
13,"Gilles Gobeil - Ombres, espaces, silences…",NONE,"Acousmatic - Gilles Gobeil","Ombres, espaces, silences… ",0,0,2005,Crank,"GEMDays 2008","Drama Studio 1","Michael Clarke","United Kingdom"
13,"Gilles Gobeil - Ombres, espaces, silences…",NONE,"Acousmatic - Gilles Gobeil","Ombres, espaces, silences… ",0,0,2005,Crank,"GEMDays 2008","Drama Studio 1","Geoff Cox","United Kingdom"
14,"Gilles Gobeil - Entre les deux rives du printemps",NONE,"Acousmatic - Gilles Gobeil","Entre les deux rives du printemps ",0,0,2006,Crank,"GEMDays 2008","Drama Studio 1","Dave Smith","United Kingdom"
14,"Gilles Gobeil - Entre les deux rives du printemps",NONE,"Acousmatic - Gilles Gobeil","Entre les deux rives du printemps ",0,0,2006,Crank,"GEMDays 2008","Drama Studio 1","Anton Lukoszevieze","United Kingdom"
14,"Gilles Gobeil - Entre les deux rives du printemps",NONE,"Acousmatic - Gilles Gobeil","Entre les deux rives du printemps ",0,0,2006,Crank,"GEMDays 2008","Drama Studio 1","Paul Archbold","United Kingdom"
14,"Gilles Gobeil - Entre les deux rives du printemps",NONE,"Acousmatic - Gilles Gobeil","Entre les deux rives du printemps ",0,0,2006,Crank,"GEMDays 2008","Drama Studio 1","Stewart Worthy","United Kingdom"
14,"Gilles Gobeil - Entre les deux rives du printemps",NONE,"Acousmatic - Gilles Gobeil","Entre les deux rives du printemps ",0,0,2006,Crank,"GEMDays 2008","Drama Studio 1","Ben Potts","United Kingdom"
14,"Gilles Gobeil - Entre les deux rives du printemps",NONE,"Acousmatic - Gilles Gobeil","Entre les deux rives du printemps ",0,0,2006,Crank,"GEMDays 2008","Drama Studio 1","Delia Derbyshire","United Kingdom"
14,"Gilles Gobeil - Entre les deux rives du printemps",NONE,"Acousmatic - Gilles Gobeil","Entre les deux rives du printemps ",0,0,2006,Crank,"GEMDays 2008","Drama Studio 1","Daphne Oram","United Kingdom"
14,"Gilles Gobeil - Entre les deux rives du printemps",NONE,"Acousmatic - Gilles Gobeil","Entre les deux rives du printemps ",0,0,2006,Crank,"GEMDays 2008","Drama Studio 1","Jason Payne","United Kingdom"
14,"Gilles Gobeil - Entre les deux rives du printemps",NONE,"Acousmatic - Gilles Gobeil","Entre les deux rives du printemps ",0,0,2006,Crank,"GEMDays 2008","Drama Studio 1","Ambrose Field","United Kingdom"
14,"Gilles Gobeil - Entre les deux rives du printemps",NONE,"Acousmatic - Gilles Gobeil","Entre les deux rives du printemps ",0,0,2006,Crank,"GEMDays 2008","Drama Studio 1","David Toop","United Kingdom"
14,"Gilles Gobeil - Entre les deux rives du printemps",NONE,"Acousmatic - Gilles Gobeil","Entre les deux rives du printemps ",0,0,2006,Crank,"GEMDays 2008","Drama Studio 1",Autistici,"United Kingdom"
14,"Gilles Gobeil - Entre les deux rives du printemps",NONE,"Acousmatic - Gilles Gobeil","Entre les deux rives du printemps ",0,0,2006,Crank,"GEMDays 2008","Drama Studio 1","Philip Thomas","United Kingdom"
14,"Gilles Gobeil - Entre les deux rives du printemps",NONE,"Acousmatic - Gilles Gobeil","Entre les deux rives du printemps ",0,0,2006,Crank,"GEMDays 2008","Drama Studio 1","Phil Maguire","United Kingdom"
14,"Gilles Gobeil - Entre les deux rives du printemps",NONE,"Acousmatic - Gilles Gobeil","Entre les deux rives du printemps ",0,0,2006,Crank,"GEMDays 2008","Drama Studio 1","Rose Dodd","United Kingdom"
14,"Gilles Gobeil - Entre les deux rives du printemps",NONE,"Acousmatic - Gilles Gobeil","Entre les deux rives du printemps ",0,0,2006,Crank,"GEMDays 2008","Drama Studio 1","Trevor Wishart","United Kingdom"
14,"Gilles Gobeil - Entre les deux rives du printemps",NONE,"Acousmatic - Gilles Gobeil","Entre les deux rives du printemps ",0,0,2006,Crank,"GEMDays 2008","Drama Studio 1","Jonty Harrison","United Kingdom"
14,"Gilles Gobeil - Entre les deux rives du printemps",NONE,"Acousmatic - Gilles Gobeil","Entre les deux rives du printemps ",0,0,2006,Crank,"GEMDays 2008","Drama Studio 1","Evan Parker","United Kingdom"
14,"Gilles Gobeil - Entre les deux rives du printemps",NONE,"Acousmatic - Gilles Gobeil","Entre les deux rives du printemps ",0,0,2006,Crank,"GEMDays 2008","Drama Studio 1","Alex Harker","United Kingdom"
14,"Gilles Gobeil - Entre les deux rives du printemps",NONE,"Acousmatic - Gilles Gobeil","Entre les deux rives du printemps ",0,0,2006,Crank,"GEMDays 2008","Drama Studio 1","Monty Adkins","United Kingdom"
14,"Gilles Gobeil - Entre les deux rives du printemps",NONE,"Acousmatic - Gilles Gobeil","Entre les deux rives du printemps ",0,0,2006,Crank,"GEMDays 2008","Drama Studio 1","Helena Gough","United Kingdom"
14,"Gilles Gobeil - Entre les deux rives du printemps",NONE,"Acousmatic - Gilles Gobeil","Entre les deux rives du printemps ",0,0,2006,Crank,"GEMDays 2008","Drama Studio 1","Scott Hewitt","United Kingdom"
14,"Gilles Gobeil - Entre les deux rives du printemps",NONE,"Acousmatic - Gilles Gobeil","Entre les deux rives du printemps ",0,0,2006,Crank,"GEMDays 2008","Drama Studio 1","Michael Clarke","United Kingdom"
14,"Gilles Gobeil - Entre les deux rives du printemps",NONE,"Acousmatic - Gilles Gobeil","Entre les deux rives du printemps ",0,0,2006,Crank,"GEMDays 2008","Drama Studio 1","Geoff Cox","United Kingdom"
15,"Gilles Gobeil - Le miroir triste",NONE,"Acousmatic - Gilles Gobeil","Le miroir triste ",0,0,2007,Crank,"GEMDays 2008","Drama Studio 1","Dave Smith","United Kingdom"
15,"Gilles Gobeil - Le miroir triste",NONE,"Acousmatic - Gilles Gobeil","Le miroir triste ",0,0,2007,Crank,"GEMDays 2008","Drama Studio 1","Anton Lukoszevieze","United Kingdom"
15,"Gilles Gobeil - Le miroir triste",NONE,"Acousmatic - Gilles Gobeil","Le miroir triste ",0,0,2007,Crank,"GEMDays 2008","Drama Studio 1","Paul Archbold","United Kingdom"
15,"Gilles Gobeil - Le miroir triste",NONE,"Acousmatic - Gilles Gobeil","Le miroir triste ",0,0,2007,Crank,"GEMDays 2008","Drama Studio 1","Stewart Worthy","United Kingdom"
15,"Gilles Gobeil - Le miroir triste",NONE,"Acousmatic - Gilles Gobeil","Le miroir triste ",0,0,2007,Crank,"GEMDays 2008","Drama Studio 1","Ben Potts","United Kingdom"
15,"Gilles Gobeil - Le miroir triste",NONE,"Acousmatic - Gilles Gobeil","Le miroir triste ",0,0,2007,Crank,"GEMDays 2008","Drama Studio 1","Delia Derbyshire","United Kingdom"
15,"Gilles Gobeil - Le miroir triste",NONE,"Acousmatic - Gilles Gobeil","Le miroir triste ",0,0,2007,Crank,"GEMDays 2008","Drama Studio 1","Daphne Oram","United Kingdom"
15,"Gilles Gobeil - Le miroir triste",NONE,"Acousmatic - Gilles Gobeil","Le miroir triste ",0,0,2007,Crank,"GEMDays 2008","Drama Studio 1","Jason Payne","United Kingdom"
15,"Gilles Gobeil - Le miroir triste",NONE,"Acousmatic - Gilles Gobeil","Le miroir triste ",0,0,2007,Crank,"GEMDays 2008","Drama Studio 1","Ambrose Field","United Kingdom"
15,"Gilles Gobeil - Le miroir triste",NONE,"Acousmatic - Gilles Gobeil","Le miroir triste ",0,0,2007,Crank,"GEMDays 2008","Drama Studio 1","David Toop","United Kingdom"
15,"Gilles Gobeil - Le miroir triste",NONE,"Acousmatic - Gilles Gobeil","Le miroir triste ",0,0,2007,Crank,"GEMDays 2008","Drama Studio 1",Autistici,"United Kingdom"
15,"Gilles Gobeil - Le miroir triste",NONE,"Acousmatic - Gilles Gobeil","Le miroir triste ",0,0,2007,Crank,"GEMDays 2008","Drama Studio 1","Philip Thomas","United Kingdom"
15,"Gilles Gobeil - Le miroir triste",NONE,"Acousmatic - Gilles Gobeil","Le miroir triste ",0,0,2007,Crank,"GEMDays 2008","Drama Studio 1","Phil Maguire","United Kingdom"
15,"Gilles Gobeil - Le miroir triste",NONE,"Acousmatic - Gilles Gobeil","Le miroir triste ",0,0,2007,Crank,"GEMDays 2008","Drama Studio 1","Rose Dodd","United Kingdom"
15,"Gilles Gobeil - Le miroir triste",NONE,"Acousmatic - Gilles Gobeil","Le miroir triste ",0,0,2007,Crank,"GEMDays 2008","Drama Studio 1","Trevor Wishart","United Kingdom"
15,"Gilles Gobeil - Le miroir triste",NONE,"Acousmatic - Gilles Gobeil","Le miroir triste ",0,0,2007,Crank,"GEMDays 2008","Drama Studio 1","Jonty Harrison","United Kingdom"
15,"Gilles Gobeil - Le miroir triste",NONE,"Acousmatic - Gilles Gobeil","Le miroir triste ",0,0,2007,Crank,"GEMDays 2008","Drama Studio 1","Evan Parker","United Kingdom"
15,"Gilles Gobeil - Le miroir triste",NONE,"Acousmatic - Gilles Gobeil","Le miroir triste ",0,0,2007,Crank,"GEMDays 2008","Drama Studio 1","Alex Harker","United Kingdom"
15,"Gilles Gobeil - Le miroir triste",NONE,"Acousmatic - Gilles Gobeil","Le miroir triste ",0,0,2007,Crank,"GEMDays 2008","Drama Studio 1","Monty Adkins","United Kingdom"
15,"Gilles Gobeil - Le miroir triste",NONE,"Acousmatic - Gilles Gobeil","Le miroir triste ",0,0,2007,Crank,"GEMDays 2008","Drama Studio 1","Helena Gough","United Kingdom"
15,"Gilles Gobeil - Le miroir triste",NONE,"Acousmatic - Gilles Gobeil","Le miroir triste ",0,0,2007,Crank,"GEMDays 2008","Drama Studio 1","Scott Hewitt","United Kingdom"
15,"Gilles Gobeil - Le miroir triste",NONE,"Acousmatic - Gilles Gobeil","Le miroir triste ",0,0,2007,Crank,"GEMDays 2008","Drama Studio 1","Michael Clarke","United Kingdom"
15,"Gilles Gobeil - Le miroir triste",NONE,"Acousmatic - Gilles Gobeil","Le miroir triste ",0,0,2007,Crank,"GEMDays 2008","Drama Studio 1","Geoff Cox","United Kingdom"
33,"Bret Battey - Luna Series: II - Lacus Temporis ",NONE,"VideoMusic - Bret Battey","Luna Series: II - Lacus Temporis",0,0,2008,FUSIL,"GEMDays 2008","Drama Studio 1",NULL,NULL
32,"Bret Battey - Luna Series: I - Mercurius ",NONE,"VideoMusic - Bret Battey","Luna Series: I - Mercurius ",0,0,2007,FUSIL,"GEMDays 2008","Drama Studio 1",NULL,NULL
31,"Bret Battey	- Autarkeia Aggregatum ",NONE,"VideoMusic - Bret Battey","Autarkeia Aggregatum ",0,0,2005,FUSIL,"GEMDays 2008","Drama Studio 1",NULL,NULL
30,"Bret Battey - Writing on the Surface ",NONE,"VideoMusic - Bret Battey","Writing on the Surface ",0,0,2000,FUSIL,"GEMDays 2008","Drama Studio 1",NULL,NULL
29,"Bret Battey - On the Presence of Water ",NONE,"VideoMusic - Bret Battey","On the Presence of Water ",0,0,1997,FUSIL,"GEMDays 2008","Drama Studio 1",NULL,NULL
28,"Bret Battey - cMatrix10",NONE,"VideoMusic - Bret Battey","cMatrix10 ",0,0,2004,FUSIL,"GEMDays 2008","Drama Studio 1",NULL,NULL
41,"Scott McLaughlin - Nano (Vertical)",NONE,"Expanded Sounds - Casserley + Morgan","Nano (Vertical)",0,0,2009,NULL,"GEMDays 2009","Phipps Concert Hall",NULL,NULL
44,"Geoff Cox - Exorcise",NONE,"Acousmatic Visions - Monty Adkins",Exorcise,0,0,2009,NULL,"GEMDays 2009","Phipps Concert Hall",NULL,NULL
45,"Monty Adkins - Five Panels",NONE,"Acousmatic Visions - Monty Adkins","Five Panels ",0,0,2008,NULL,"GEMDays 2009","Phipps Concert Hall",NULL,NULL
55,"Monty Adkins - Suspended Edges",NONE,"Multimedia - Ricardo Climent","Suspended Edges",0,0,2010,NULL,"GEMDays 2011","Phipps Concert Hall",NULL,NULL
91,"Joseph Hyde - Zeotrope",NONE,"Sight Sound Surrounded - Joseph Hyde",Zoetrope,0,0,1999,NULL,"GEMDays 2009","Phipps Concert Hall",NULL,NULL
92,"Joseph Hyde - subliminalTV",NONE,"Sight Sound Surrounded - Joseph Hyde",subliminalTV,0,0,2006,NULL,"GEMDays 2009","Phipps Concert Hall",NULL,NULL
93,"Joseph Hyde - Nekyia",NONE,"Sight Sound Surrounded - Joseph Hyde",Nekyia,0,0,2008,NULL,"GEMDays 2009","Phipps Concert Hall",NULL,NULL
94,"Joseph Hyde - End Transmission",NONE,"Sight Sound Surrounded - Joseph Hyde","End Transmission",0,0,2009,NULL,"GEMDays 2009","Phipps Concert Hall",NULL,NULL
47,"Derrick Archer - kHsCl25",NONE,"Derrick Archer: sound installation - kHsCl25",kHsCl25,0,0,2009,NULL,"GEMDays 2009",Atrium,NULL,NULL
48,"Dominic Thibault - De velours et d'acier",NONE,"Acousmatic - Pierre Alexandre Tremblay","De velours et d'acier",0,0,2009,NULL,"GEMDays 2011","Phipps Concert Hall",NULL,NULL
49,"Pierre Alexandre Tremblay - Reflets de notre société crépusculaire",NONE,"Acousmatic - Pierre Alexandre Tremblay","Reflets de notre société crépusculaire",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Dave Smith","United Kingdom"
49,"Pierre Alexandre Tremblay - Reflets de notre société crépusculaire",NONE,"Acousmatic - Pierre Alexandre Tremblay","Reflets de notre société crépusculaire",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Anton Lukoszevieze","United Kingdom"
49,"Pierre Alexandre Tremblay - Reflets de notre société crépusculaire",NONE,"Acousmatic - Pierre Alexandre Tremblay","Reflets de notre société crépusculaire",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Paul Archbold","United Kingdom"
49,"Pierre Alexandre Tremblay - Reflets de notre société crépusculaire",NONE,"Acousmatic - Pierre Alexandre Tremblay","Reflets de notre société crépusculaire",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Stewart Worthy","United Kingdom"
49,"Pierre Alexandre Tremblay - Reflets de notre société crépusculaire",NONE,"Acousmatic - Pierre Alexandre Tremblay","Reflets de notre société crépusculaire",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Ben Potts","United Kingdom"
49,"Pierre Alexandre Tremblay - Reflets de notre société crépusculaire",NONE,"Acousmatic - Pierre Alexandre Tremblay","Reflets de notre société crépusculaire",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Delia Derbyshire","United Kingdom"
49,"Pierre Alexandre Tremblay - Reflets de notre société crépusculaire",NONE,"Acousmatic - Pierre Alexandre Tremblay","Reflets de notre société crépusculaire",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Daphne Oram","United Kingdom"
49,"Pierre Alexandre Tremblay - Reflets de notre société crépusculaire",NONE,"Acousmatic - Pierre Alexandre Tremblay","Reflets de notre société crépusculaire",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Jason Payne","United Kingdom"
49,"Pierre Alexandre Tremblay - Reflets de notre société crépusculaire",NONE,"Acousmatic - Pierre Alexandre Tremblay","Reflets de notre société crépusculaire",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Ambrose Field","United Kingdom"
49,"Pierre Alexandre Tremblay - Reflets de notre société crépusculaire",NONE,"Acousmatic - Pierre Alexandre Tremblay","Reflets de notre société crépusculaire",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","David Toop","United Kingdom"
49,"Pierre Alexandre Tremblay - Reflets de notre société crépusculaire",NONE,"Acousmatic - Pierre Alexandre Tremblay","Reflets de notre société crépusculaire",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall",Autistici,"United Kingdom"
49,"Pierre Alexandre Tremblay - Reflets de notre société crépusculaire",NONE,"Acousmatic - Pierre Alexandre Tremblay","Reflets de notre société crépusculaire",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Philip Thomas","United Kingdom"
49,"Pierre Alexandre Tremblay - Reflets de notre société crépusculaire",NONE,"Acousmatic - Pierre Alexandre Tremblay","Reflets de notre société crépusculaire",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Phil Maguire","United Kingdom"
49,"Pierre Alexandre Tremblay - Reflets de notre société crépusculaire",NONE,"Acousmatic - Pierre Alexandre Tremblay","Reflets de notre société crépusculaire",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Rose Dodd","United Kingdom"
49,"Pierre Alexandre Tremblay - Reflets de notre société crépusculaire",NONE,"Acousmatic - Pierre Alexandre Tremblay","Reflets de notre société crépusculaire",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Trevor Wishart","United Kingdom"
49,"Pierre Alexandre Tremblay - Reflets de notre société crépusculaire",NONE,"Acousmatic - Pierre Alexandre Tremblay","Reflets de notre société crépusculaire",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Jonty Harrison","United Kingdom"
49,"Pierre Alexandre Tremblay - Reflets de notre société crépusculaire",NONE,"Acousmatic - Pierre Alexandre Tremblay","Reflets de notre société crépusculaire",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Evan Parker","United Kingdom"
49,"Pierre Alexandre Tremblay - Reflets de notre société crépusculaire",NONE,"Acousmatic - Pierre Alexandre Tremblay","Reflets de notre société crépusculaire",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Alex Harker","United Kingdom"
49,"Pierre Alexandre Tremblay - Reflets de notre société crépusculaire",NONE,"Acousmatic - Pierre Alexandre Tremblay","Reflets de notre société crépusculaire",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Monty Adkins","United Kingdom"
49,"Pierre Alexandre Tremblay - Reflets de notre société crépusculaire",NONE,"Acousmatic - Pierre Alexandre Tremblay","Reflets de notre société crépusculaire",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Helena Gough","United Kingdom"
49,"Pierre Alexandre Tremblay - Reflets de notre société crépusculaire",NONE,"Acousmatic - Pierre Alexandre Tremblay","Reflets de notre société crépusculaire",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Scott Hewitt","United Kingdom"
49,"Pierre Alexandre Tremblay - Reflets de notre société crépusculaire",NONE,"Acousmatic - Pierre Alexandre Tremblay","Reflets de notre société crépusculaire",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Michael Clarke","United Kingdom"
49,"Pierre Alexandre Tremblay - Reflets de notre société crépusculaire",NONE,"Acousmatic - Pierre Alexandre Tremblay","Reflets de notre société crépusculaire",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Geoff Cox","United Kingdom"
50,"Pierre Alexandre Tremblay - Ces énigmes lumineuses",NONE,"Acousmatic - Pierre Alexandre Tremblay","Ces énigmes lumineuses",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Dave Smith","United Kingdom"
50,"Pierre Alexandre Tremblay - Ces énigmes lumineuses",NONE,"Acousmatic - Pierre Alexandre Tremblay","Ces énigmes lumineuses",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Anton Lukoszevieze","United Kingdom"
50,"Pierre Alexandre Tremblay - Ces énigmes lumineuses",NONE,"Acousmatic - Pierre Alexandre Tremblay","Ces énigmes lumineuses",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Paul Archbold","United Kingdom"
50,"Pierre Alexandre Tremblay - Ces énigmes lumineuses",NONE,"Acousmatic - Pierre Alexandre Tremblay","Ces énigmes lumineuses",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Stewart Worthy","United Kingdom"
50,"Pierre Alexandre Tremblay - Ces énigmes lumineuses",NONE,"Acousmatic - Pierre Alexandre Tremblay","Ces énigmes lumineuses",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Ben Potts","United Kingdom"
50,"Pierre Alexandre Tremblay - Ces énigmes lumineuses",NONE,"Acousmatic - Pierre Alexandre Tremblay","Ces énigmes lumineuses",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Delia Derbyshire","United Kingdom"
50,"Pierre Alexandre Tremblay - Ces énigmes lumineuses",NONE,"Acousmatic - Pierre Alexandre Tremblay","Ces énigmes lumineuses",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Daphne Oram","United Kingdom"
50,"Pierre Alexandre Tremblay - Ces énigmes lumineuses",NONE,"Acousmatic - Pierre Alexandre Tremblay","Ces énigmes lumineuses",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Jason Payne","United Kingdom"
50,"Pierre Alexandre Tremblay - Ces énigmes lumineuses",NONE,"Acousmatic - Pierre Alexandre Tremblay","Ces énigmes lumineuses",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Ambrose Field","United Kingdom"
50,"Pierre Alexandre Tremblay - Ces énigmes lumineuses",NONE,"Acousmatic - Pierre Alexandre Tremblay","Ces énigmes lumineuses",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","David Toop","United Kingdom"
50,"Pierre Alexandre Tremblay - Ces énigmes lumineuses",NONE,"Acousmatic - Pierre Alexandre Tremblay","Ces énigmes lumineuses",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall",Autistici,"United Kingdom"
